CX1	CX2	CX3	CX4	CX5	CX6	CX7	CX8	CX9	CX10	CX11	CX12	CX13	CX14	CX15	CX16	CX17
TCGA-D5-5537	5.366	6.549	0	7.76	0.6494	3.998	2.075	0	0	0	0	0.2097	0	1.875	9.219	0	0
TCGA-D5-5538	4.613	32.75	12.56	4.906	0	0	0	0	0	0	0.3043	0.6517	0	0	0	0	0
TCGA-D5-5539	4.224	6.721	23.98	32.72	0	4.686	0.9759	0	8.988	0	1.106	0	0	0	0	0	0
TCGA-D5-5540	4.728	27.46	8.188	0	0	0	0	0	0	1.725	0.3126	0.768	0	4.62	14.65	0	0
TCGA-D5-5541	4.875	0	8.493	13.79	1.601	4.774	0	17.74	0	1.502	0	0.1173	1.193	2.015	8.277	0	5.097
TCGA-D5-6531	4.293	0	20.53	14.73	0.7303	3.739	2.778	11.65	1.857	5.057	0	0	0	3.536	8.219	2.432	0
TCGA-D5-6532	4.807	19.9	11.48	1.061	0	0	1.62	0	1.399	5.157	0.525	0.182	0	20.51	0	0	2.42
TCGA-D5-6533	4.027	31.61	24.32	6.968	2.728	0	8.353	0	3.442	0	2.033	0	0	9.372	0	0	0
TCGA-D5-6535	4.044	27.89	24.5	18.67	3.343	3.401	7.108	0	12.34	5.234	3.087	0	0	0	0	0	0
TCGA-D5-6536	4.639	9.121	11.21	40.93	0.9553	4.965	0	0	0	0	0	0.2938	0.6016	0	6.467	1.194	7.266
TCGA-D5-6537	5.204	0	1.668	7.29	0.4804	0.2046	0	0	0	1.49	0	0	0	5.42	14.89	0	0
TCGA-D5-6538	4.68	16.59	14.64	14.48	0	5.543	0	2.16	0	0	0	0	0	2.996	0	0.525	0
TCGA-D5-6541	5.423	8.259	0	4.421	2.936	0	2.695	0	4.041	0	0	0.1153	0	0	0	0	0
TCGA-D5-6898	4.307	10.18	24.01	1.399	0	4.435	7.926	4.592	0	0	0	0	0	0	0	0	0
TCGA-D5-6922	4.474	16.08	15.84	14.94	0	4.239	0	5.716	0	0	0	0	0	0	9.749	0	0
TCGA-D5-6923	4.192	0	22.49	29.36	1.176	4.826	0	8.974	0	2.414	0	0	3.979	0	8.986	0	0
TCGA-D5-6924	5.048	13.87	7	7.665	0	6.516	4.317	1.989	0	0	0	0	0	0	0	0	7.922
TCGA-D5-6926	4.504	8.389	17.2	14.88	1.007	4.553	0	6.558	0	0	0	0	0.6272	0	0	0	12.66
TCGA-D5-6928	5.539	0	0	0	0.2289	0	6.306	0	0	0	0.1701	0	0	5.806	0	0	0
TCGA-D5-6931	4.715	8.591	14.73	0	0	0	4.864	0.6973	0	1.04	0	0.312	0	0	0	0	0
TCGA-D5-6932	3.627	0	33.91	32.95	0	3.418	3.211	0.8893	7.122	13.14	0	0	0	0	0	6.709	0
TCGA-D6-6516	4.306	18.03	17.45	14.23	0	4.066	1.393	0	2.694	0	0	0	0	0	16.54	0	0
TCGA-D6-6517	4.684	8.91	14.94	2.971	0	0.2888	1.642	1.932	1.242	0	0.7572	0	0	0	2.308	0	0
TCGA-D6-6823	3.762	0	32.94	20.41	0.4042	3.006	2.631	6.632	3.559	0	1.157	0	0.3765	0	5.261	0	0
TCGA-D6-6825	5.078	11.44	6.806	2.199	0	1.352	1.026	1.842	1.167	0	0	0	0	12.74	4.251	0	0
TCGA-D6-6827	4.972	63.53	0	33	8.748	0	6.892	0	3.007	5.729	6.413	0	0	0	0	0	0
TCGA-D6-8569	4.782	17.71	10.56	19.49	1.647	4.123	0	1.419	0	0	0	0	0	2.864	7.024	0	0
TCGA-D6-A4Z9	4.49	28.29	15.24	3.071	3.784	0	3.351	0	5.865	1.137	0	0	0.6969	14.19	0	0	4.133
TCGA-D6-A4ZB	3.334	16.45	42.22	2.479	0	3.021	14.87	0	3.332	0	0	0	0	0	0	0	0
TCGA-D6-A6EN	5.473	4.641	0	0	0	0	1.687	0	0	3.24	0	0	0	23.1	0	0	0
TCGA-D6-A6EO	4.105	19.89	21.81	18.33	6.156	0	0	2.455	7.685	0	3.587	0	0.3677	0	0	0.7876	0
TCGA-D6-A6EP	2.754	9.161	48.1	43.2	11.63	2.008	7.313	26.16	0	1.632	5.194	0	0	0	0	0.6932	0
TCGA-D6-A6EQ	3.869	18.45	27.77	7.884	4.495	0.7983	12.25	0	13.35	4.413	0.9671	0	0	0	0	0	0
TCGA-D6-A6ES	3.867	19.94	28.96	1.249	1.202	0	0	0	6.567	5.378	2.18	0	0	0	0	0	0
TCGA-D6-A74Q	4.169	15.24	23.87	6.724	0	4.712	6.844	0.6738	5.504	0	0.3277	0	1.106	0	6.392	0	0
TCGA-D7-5577	5.105	9.935	6.811	1.715	0	0	0.9211	0	0	3.805	0	0	0	8.565	0	0	0
TCGA-D7-5578	4.025	30.51	24.02	5.052	4.622	3.562	15.16	0	3.336	0	0.2787	0.1386	0	0	0	0	4.229
TCGA-D7-6519	3.06	2.965	35.48	54.25	6.086	1.34	5.061	0	0	19.99	4.305	0	6.15	0	0	3.474	30.98
TCGA-D7-6520	3.86	0	23.23	65.49	7.67	3.352	0	14.43	0	5.739	0	1.421	0.1496	0	9.215	0.8577	0
TCGA-D7-6525	3.011	6.834	43.89	43.58	7.644	3.243	4.039	11.27	0	12.83	0	0	0.5392	0	0	1.41	0
TCGA-D7-6526	1.582	66.52	51.96	78.64	40.07	0	0	17.06	40.58	0	3.765	0	11.79	0	0	0	0
TCGA-D7-6527	1.958	0	48.17	73.52	30.79	0	0	55.91	18.19	58.33	0	0	25.99	0	0	0	16.49
TCGA-D7-6528	3.556	1.551	35.72	26.18	3.975	1.921	0	0	31.31	0	2.337	0	2.306	0	0	0	0
TCGA-D7-6815	3.713	19.53	31.08	4.994	6.692	3.601	28.36	1.178	4.731	0	1.679	0	0	0	0	0	0
TCGA-D7-6818	3.871	5.481	32.23	9.695	0	3.634	5.281	2.889	0	5.611	0	0	2.436	2.176	0	0	0
TCGA-D7-6820	4.048	4.995	24.32	20.62	7.319	1.176	0	0	17.02	0	1.359	0.5974	13.47	5.863	0	2.589	0
TCGA-D7-6822	1.525	105	57.57	11.82	8.251	0	0	0	0	26.29	6.039	0	0	0	0	2.119	4.9
TCGA-D7-8573	4.642	19.41	13.18	13.36	2.189	5.989	7.571	0	14.71	0	2.476	0.3697	0.5641	0	0	4.744	0
TCGA-D7-8575	4.762	20.47	9.086	0	2.762	0	0	0	8.863	0	1.196	0	3.077	9.202	0	0	15.66
TCGA-D7-8576	3.799	3.462	28.25	29.62	1.835	3.946	2.173	7.656	0	3.203	0	0	4.717	0	14.09	2.347	0
TCGA-D7-A4YT	2.424	33.22	57.4	10.68	2.127	1.836	0	0	0	0	0	0	0	0	0	1.129	0
TCGA-D7-A4YU	4.514	14.36	17.34	1.797	0.5688	6.019	11.13	0	1.914	7.372	0	0	6.423	0	3.136	0	0
TCGA-D7-A4YX	5.224	19.17	2.431	1.728	0.6864	0.2032	0	0	2.935	3.371	2.933	0	5.336	0	0	0	0
TCGA-D7-A4YY	1.074	169.2	58.45	0	5.607	0	12.01	0	0	23.71	4.057	0	0	0	0	0	0
TCGA-D7-A6EV	2.792	41.49	41.16	11.89	15.22	0.333	12.29	0	31.43	0	0	1.256	0.9992	0	0	0	13.81
TCGA-D7-A6EX	3.777	24.18	29.33	7.16	4.676	1.71	0	5.925	6.873	1.025	1.186	0	5.874	0	0	0	0
TCGA-D7-A6EZ	4.035	19.51	26.71	0	0	0	0	0.8805	0	2.129	0	0.2458	0	0	0	2.21	0
TCGA-D7-A6F0	1.9	19.43	53.52	50.43	20.53	0.4894	0	62.73	0	22.08	8.65	0	3.575	0	0	0	28.07
TCGA-D7-A6F2	3.097	29.62	38.23	28.78	14.72	2.601	7.064	5.339	6.937	0	0.4162	0.4106	6.558	0	0	0	4.729
TCGA-D7-A74A	3.618	43.43	28.98	4.088	3.473	1.797	0	5.596	0	1.609	0.7037	0	0	0	0	6.501	4.045
TCGA-D8-A13Y	3.064	42.5	39.91	8.162	5.504	0	4.494	0	0	0	2.321	0.167	0	3.659	0	7.168	0
TCGA-D8-A140	3.427	46	30.29	9.408	8.316	1.537	3.141	8.382	0	21.33	0.7012	0	1.31	0	0	0	0
TCGA-D8-A142	2.381	16.71	52.07	18.88	17.03	0.3428	23.72	14.64	0	0	0	0.25	5.983	0	4.608	1.592	0
TCGA-D8-A143	3.987	0	28.32	30.24	4.649	4.653	0	8.958	9.269	0	0	0.1201	3.685	0	0	0	0
TCGA-D8-A145	5.431	3.505	0	0	0.6828	4.832	13.17	0	0	0	0	0	0	0	5.378	0	0
TCGA-D8-A147	0.9343	32.46	79.53	30.54	18.2	0	1.44	19	0	0	0	0	0	0	0	2.102	19.66
TCGA-D8-A1J8	5.487	15.13	0	0	0	3.643	0	0	0	0	0	0.114	0	0	0	0	0
TCGA-D8-A1J9	3.56	20.52	24.9	75.85	23.29	3.345	0	18.12	0	0	1.019	3.024	16.59	0	0	0	0
TCGA-D8-A1JA	4.671	35.18	7.191	5.365	7.001	0	0.7919	1.511	16.24	8.818	4.701	0	3.669	0	0	0.789	5.019
TCGA-D8-A1JC	4.616	27.73	11.05	10.62	7.169	2.683	6.936	0	23.74	7.807	0	0.2435	0.4239	0	0	0	0
TCGA-D8-A1JD	2.942	14.1	43.71	17.99	5.186	2.25	0	12.53	0	0	0	0	0	0	0	0.7062	30.2
TCGA-D8-A1JF	4.372	7.119	20.32	11.44	0	5.425	2.561	11.9	0	3.265	0	0	0	0	0	0	12.48
TCGA-D8-A1JG	3.862	13.54	27.17	23.95	8.219	3.223	5.183	0	30.9	0	0	0.4356	8.112	0	0	0	3.421
TCGA-D8-A1JI	5.13	0	3.446	39.46	5.467	5.558	1.842	11.45	0	2.87	1.03	0	0.9132	0	3.308	0	0
TCGA-D8-A1JJ	4.362	28.97	12.68	22.51	9.729	4.482	3.589	11.35	0	0	0	0	2.611	0	0	0	20.38
TCGA-D8-A1JL	0.906	70.46	77.41	29.44	9.792	0	1.986	4.397	0	0	0	0	0	0	0	5.544	16.47
TCGA-D8-A1JM	3.311	43.33	38.97	6.171	0	1.662	5.435	0	13.11	0	3.248	0	0	4.73	0	0	0
TCGA-D8-A1JN	5.147	8.427	6.487	0	0	0	1.074	1.472	0	1.347	0	0	0	10.58	0	0	0
TCGA-D8-A1JP	2.024	0	59.12	65.96	12.57	0.7099	0	11.01	0	0	0	0	0	0	0	0	26.53
TCGA-D8-A1JT	5.177	14.07	3.053	0	1.321	1.24	1.442	0	3.659	0	0	0	0	0	0	0	14.8
TCGA-D8-A1JU	5.569	0.7566	0	2.281	0	2.615	5.067	0	0	0	0.1716	0	0	5.225	0	0	0
TCGA-D8-A1X5	4.087	45.33	11.91	17.94	16	1.441	0	14.44	0	0	0.9161	0.2961	12.7	0	0	0	27.1
TCGA-D8-A1X6	5.491	5.896	0	16.26	2.117	6.239	0	0.5585	2.105	0	0	0	0	1.847	0	0	0
TCGA-D8-A1X9	3.244	37.21	40.32	0	0	0	0	0	0	0	0	0.8834	0	0	0	0	0
TCGA-D8-A1XA	4.168	0	25.51	7.242	0.6277	1.64	15.99	2.786	2.155	7.065	0	0	0	9.147	3.371	0	0
TCGA-D8-A1XB	5.3	11.59	0	0	2.72	4.444	20.24	0	0	0	0	0	0	0	5.457	0	0
TCGA-D8-A1XD	5.136	12.66	0	13.62	12.74	0	5.524	0	40.77	14.15	0	0.2295	0	0	0	0	0
TCGA-D8-A1XF	5.109	6.655	3.323	13.5	3.437	5.537	0	6.709	9.266	2.951	0	0	2.575	0	4.276	2.004	0
TCGA-D8-A1XG	5.428	1.068	0	3.546	0.8901	0	0	6.437	0	0.8994	0	0	0	0	1.802	0.4453	0
TCGA-D8-A1XJ	4.044	22.83	16.59	35.89	19.44	3.637	4.424	25.01	17.72	4.292	2.506	0	5.949	0	0	0	0
TCGA-D8-A1XK	1.85	10.25	64.5	20.17	1.683	0.8299	10.4	0	0	0	0	0	0	0	0	3.423	46.94
TCGA-D8-A1XL	2.328	45.32	54.58	23.34	9.854	0.8225	0	2.363	0	0	0	0.3414	0.4376	1.27	0	0	9.211
TCGA-D8-A1XO	5.312	14.25	1.596	0	0	0	0	0	0	0	0	0	0	0	2.277	0	0
TCGA-D8-A1XQ	0	64.9	82.49	50.27	26.26	0	0	14.35	0	0	0	0	0.4252	0	0	4.019	59.86
TCGA-D8-A1XR	5.124	0	6.115	17.29	0	5.593	4.587	0	0	0	0	0.2208	0	0.8734	0	0	12.67
TCGA-D8-A1XS	5.152	9.591	2.179	15.09	7.68	1.586	11.16	6.117	0	0.9229	0	0	0	0	0	1.508	0
TCGA-D8-A1XT	2.39	55.15	49.41	0	11.47	0	1.013	8.358	7.717	27.25	0	0	8.17	0	0	0	0
TCGA-D8-A1XU	4.936	0	6.572	30.49	1.133	3.8	1.648	0	0	1.361	0	0.1107	0	0.7318	0	0	18.7
TCGA-D8-A1XW	3.41	10.62	42.45	4.156	0	2.92	12.11	0	3.533	0	0	0.4313	0.832	0	0	0	0
TCGA-D8-A1XY	5.081	21.93	0	13.98	7.859	4.56	0	6.931	7.078	0	0	0.2105	0	0	0	0	21.19
TCGA-D8-A1XZ	4.198	63.34	0	56.16	31.6	3.198	8.121	4.707	27.31	0	1.62	0	5.352	0	0	0	24.47
TCGA-D8-A1Y0	3.572	37.26	34.14	2.251	0	0.8123	0	0	0	0	0.5437	0.3286	0	0	0	1.014	0
TCGA-D8-A1Y1	5.528	6.209	0	2.073	0	3.466	0	1.509	0.888	0	0	0	0	2.878	0	0	0
TCGA-D8-A1Y3	3.69	16.87	31.32	13.77	5.282	2.073	0	8.897	0	0	0.3008	0.2012	1.981	0	3.73	0	0
TCGA-D8-A27F	2.694	32.31	50.51	0	0	0	1.527	0	0	0	0	0.3138	0	3.236	8.673	0	0
TCGA-D8-A27H	1.218	83.52	71.05	12.89	14.21	0	2.043	11.29	0	0	0	0.6827	0	0	0	1.19	0
TCGA-D8-A27M	1.825	39.87	64.69	0	5.924	0.6589	18.7	0	0	0	0	0	0	0	13.18	0	0
TCGA-D8-A27N	4.639	52.88	0	15.72	21.97	0.629	0	20.87	36.41	17.71	0	0	3.189	0	0	0	0
TCGA-D8-A27T	5.382	21.36	0	1.269	1.126	2.956	5.993	0	0	0	0	0	0	8.853	0	0	0
TCGA-D8-A27V	5.119	10.5	0	54.87	9.872	5.953	0	9.168	0	0	0	0.2565	2.966	0	0	1.653	4.465
TCGA-D8-A27W	4.652	3.783	11.49	25.47	7.048	4.833	0.9577	14.98	0	2.385	0	0	9.039	0	3.992	2.506	0
TCGA-D8-A3Z6	5.032	22.81	5.594	8.119	0.7259	1.791	0	0	0	0	0	0	0	0	1.947	0	0
TCGA-D9-A148	3.715	11.62	32.63	17.36	1.842	3.018	1.787	3.245	6.419	0	0	0.3129	0	0	6.858	0	0
TCGA-D9-A149	4.462	0	18.85	12.85	0.678	4.239	7.452	2.789	3.557	0	0	0	0.3849	0	4.829	0	4.759
TCGA-D9-A1JW	5.298	8.894	1.645	0	0	0	0	0	1.754	0	0	0.08295	0.2569	12.45	3.738	0	6.441
TCGA-D9-A1JX	4.714	41.16	9.605	0	1.302	0.4887	0	0	0	3.787	1.189	0	0	4.545	3.955	0	0
TCGA-D9-A1X3	5.1	17.39	0	32.87	11.33	5.221	4.779	0	21.58	0	8.042	0	30.95	0	0	0	0
TCGA-D9-A3Z1	5.334	1.25	0	0	0.8786	0	5.728	0	1.648	2.551	0	0	0	15.36	10.15	0	0
TCGA-D9-A3Z3	4.868	26.52	5.347	3.146	5.373	1.751	3.728	5.673	4.486	0	1.216	0	0	0	0	0	15.94
TCGA-D9-A3Z4	5.214	0	2.69	31.9	1.223	5.555	1.253	0	0	0	0.5439	0	0.2891	0	0	1.459	10.62
TCGA-D9-A4Z2	5.1	21.76	3.156	14.1	6.338	2.408	12.02	0	10.17	1.455	2.276	0	0	0	0	0	0
TCGA-D9-A4Z3	2.14	70.09	52.67	0	12.5	0	36.35	0	3.519	0	12.59	0	0	0	0	0	0
TCGA-D9-A4Z5	2.525	115.8	25.62	100.2	41.67	1.78	4.23	26.09	0	0	5.504	0	0.6594	0	0	0	0
TCGA-D9-A4Z6	4.437	42.26	11.72	0	0	0	0	0	0	1.029	0.3249	0.1175	0	4.9	13.09	0	0
TCGA-D9-A6EA	1.98	0	48.33	5.787	28.42	0.4785	37.57	58.66	0	1.855	2.835	0	9.444	0	30.16	10.14	0
TCGA-D9-A6EC	3.251	37.77	37.45	27.4	7.369	4.276	8.032	5.672	6.754	1.654	1.556	0	0	0	0	0	0
TCGA-D9-A6EG	5.278	15.21	2.127	2.491	0.4991	1.67	0	0	1.764	0	0.9023	0	0	0	0	0	0
TCGA-DA-A1HV	4.497	7.933	13.97	24.49	0.3423	4.21	1.03	9.29	0	0	0	0.4166	0	0	17.59	0	0
TCGA-DA-A1HW	4.746	21.73	0	71.29	23.04	3.991	0	18.07	0	7.456	0	0.3714	1.883	0	0	0	0
TCGA-DA-A1HY	4.698	23.96	12.53	0	0	1.724	2.042	0	0	4.611	0.2056	0.1546	0	0	0	0	0
TCGA-DA-A1I1	5.2	5.808	4.078	21.36	0	4.225	0	0	0	0	0.6481	0	0.5355	0.465	3.674	0	0
TCGA-DA-A1I2	4.619	13.73	10.56	14.53	2.035	3.044	3.588	1.953	0	6.955	0	0	0	0	12.41	1.736	0
TCGA-DA-A1I5	5.137	38.77	0	6.513	5.913	2.847	3.735	0.9725	0	0	0.5454	0	0	0	0	0	0
TCGA-DA-A1I7	3.853	6.652	31.96	16.52	0	0.7716	0	6.249	0	0	0	0.09218	0	5.101	2.708	0	0
TCGA-DA-A1I8	5.115	31.16	0	32.17	8.703	5.852	0	11.03	0	0	0	0	1.222	1.094	0	0.5582	0
TCGA-DA-A1IA	4.239	17.63	22.69	5.495	0	3.519	0	10.5	9.052	5.919	0	0	0	0	0	0	0
TCGA-DA-A3F3	4.615	37.13	6.495	0	9.803	0	0.8678	15	0	2.98	0	0.4186	1.342	0	6.572	3.49	7.525
TCGA-DA-A3F5	4.077	15.75	25.08	14.94	3.552	4.651	0	7.493	15.34	0	0	0.6064	6.46	0	0	2.873	0
TCGA-DA-A95V	0.9181	27.02	69.85	63.75	47.76	0	0	54.33	0	0	0	0	11.06	0	0	2.86	0
TCGA-DA-A95W	5.337	16.26	1.495	3.943	0	1.043	0	0	0	0	0.4861	0.1641	0	0	0	0	0
TCGA-DA-A95X	4.955	5.429	10.06	2.853	0	0	1.703	0	0	0.7757	0	0.5703	0	4.479	2.371	0	0
TCGA-DA-A95Y	3.716	15.3	24.31	59.13	12.48	3.642	0	12.84	0	0	0	0	2.624	0	7.728	2.602	0
TCGA-DA-A95Z	4.308	29.05	19.19	6.007	3.461	3.053	0	4.755	2.086	0	0	0	0	3.17	3.499	0	0
TCGA-DA-A960	5.421	6.253	1.656	12.62	0	5.247	0	0	0	0	0	0	0	5.691	0	0	0
TCGA-DB-5275	4.829	35.56	5.256	0	0	5.309	16.58	0	2.786	0	0.2856	0.4606	0	0	13.67	0	0
TCGA-DB-5277	2.551	21.69	45.01	60.04	19.78	3.35	15.37	23.02	0	0	1.949	0.4799	0	0	0	11.85	0
TCGA-DB-5279	5.51	5.324	0	15.32	0	5.168	0	0	0	0	0.3363	0	0	4.658	0	0	0
TCGA-DB-5281	4.176	24.65	21.79	29.81	0	4.607	12.99	0	0	2.626	0	0.8464	0	2.079	0	0	0
TCGA-DB-A4XB	4.91	0	10.32	20.06	0.7073	0	0	0	0	0	0	0.1111	0	17.36	2.112	0	5.171
TCGA-DB-A4XE	5.453	3.636	0	1.738	0	0.7432	2.515	0	0	0	0	0	0	0	0	0	5.134
TCGA-DB-A4XF	4.922	0	8.593	34.96	0	5.121	4.587	0	0	0	0	0.293	0	1.42	8.738	0	0
TCGA-DB-A4XG	5.539	1.178	0	20.79	0	5.267	0	0	0	0	0	0.3149	0	3.841	0	0	0
TCGA-DB-A4XH	5.416	8.98	1.385	18.44	0	6.899	0	0	0	0	0	0	0	0.7145	0	0	0
TCGA-DB-A64O	5.419	16.16	0	0	0.8795	1.175	4.624	0	0.9555	0	0.9173	0	0	0	0	0	0
TCGA-DB-A64X	5.17	1.852	3.502	1.635	0	0	2.863	0.815	0	0	0	0	0	0	11.05	0	0
TCGA-DB-A75L	4.445	0	17.25	23.78	3.348	0	7.594	0	0	0	0	0	0	17.13	8.979	0	0
TCGA-DB-A75O	5.203	18.87	0	1.767	2.806	0.7098	5.584	1.021	0	0	0	0	0	0	12.14	0	0
TCGA-DC-4745	3.97	40.17	23.08	8.355	4.935	3.973	20.76	7.697	2.13	5.973	1.872	0	0	0	0	0	0
TCGA-DC-4749	4.56	14.65	14.84	20.21	0	3.043	0	1.24	0	0	0	0.1385	1.743	2.513	5.908	0	0
TCGA-DC-5869	5.387	2.517	2.269	11.37	0	6.851	3.531	7.651	0	0	0	0	0.1475	0	0	0	0
TCGA-DC-6154	5.236	14.63	3.617	3.622	1.634	1.927	0	0	2.671	0	0.594	0.1308	3.162	0.9799	0	0.5778	0
TCGA-DC-6155	4.316	32.2	18	7.23	4.302	0	2.225	0	2.37	0	0.3873	0	1.493	9.076	0	0	0
TCGA-DC-6156	3.947	10.32	27.25	17.47	1.731	3.77	1.591	6.182	0	0	0	0	0.5154	2.1	10.19	0	0
TCGA-DC-6157	4.909	6.196	8.908	5.962	2.843	5.959	8.032	12.56	0	0	0	0	0	0	6.489	0.9674	0
TCGA-DC-6158	4.649	17.68	13.35	5.939	2.958	0.7856	0.7166	4.49	9.944	0	1.934	0.2201	2.283	8.93	0	0	3.806
TCGA-DC-6682	4.395	21.07	16.25	42.84	4.583	5.194	4.784	0	7.347	1.118	2.541	0	0	0	0	0	0
TCGA-DC-6683	4.735	2.712	14.06	12.82	0	0	0.6162	3.849	0	0	0	0.1101	0	15.5	3.849	0	0
TCGA-DD-A113-a	4.547	0	16.81	11.21	3.479	5.489	2.194	18.67	3.189	5.382	0	0	0	1.043	0	5.203	0
TCGA-DD-A115-a	3.336	0	42.62	37.5	0	3.614	3.28	8.797	0	7.997	0	0.4242	0	0	0	0	0
TCGA-DD-A116-a	4.866	0	11.1	40.08	0	4.548	0	0	0	2.86	0	0.9664	0	0	0	0	0
TCGA-DD-A118	4.408	23.3	20.39	10.12	0	5.232	0	3.354	0	0	0	0.1279	0	0	0	0	0
TCGA-DD-A119-b	5.22	11.37	4.607	5.406	0	6.619	3.147	2.836	0	0	0	0	0	0	0	0	5.871
TCGA-DD-A11A-a	0.5052	24.31	92.46	30.86	9.114	0	17.6	10.1	0	10.68	3.312	0	0	0	0	0	0
TCGA-DD-A11B-a	5.469	12.52	0	0	0.2378	0.743	0	0	2.643	0	0.8305	0	0	0	0	0	0
TCGA-DD-A11C	2.041	0	57.89	104.5	6.493	1.119	0	11.13	0	43.78	0	0	0	0	0	3.736	0
TCGA-DD-A11D	5.133	20.73	0	0	6.771	0	0	53.92	0	0	0	6.634	0	0	0	3.748	0
TCGA-DD-A1E9	5.519	5.905	0	2.678	0	5.365	8.276	2.569	0	0	0	0	0	0	0	0	0
TCGA-DD-A1EB-a	2.98	53.96	38.63	0	0	0	3.816	0	0	14.83	4.775	0	0	0	0	0	0
TCGA-DD-A1EE-a	5.523	4.425	0	0	0	2.259	4.228	0	0	3.101	0	0	0	0	0	0	0
TCGA-DD-A1EF-a	4.53	17.58	18.16	11.79	0	5.618	6.684	1.074	1.736	0	0	0.2134	0	0	0	0	0
TCGA-DD-A1EG-a	5.004	0	7.617	18.29	0.7039	6.155	0	10.91	0	0	0	0	0	0	6.567	3.178	0
TCGA-DD-A1EH-b	5.411	5.439	0	0	1.258	0	4.028	0	1.293	0	0	0.2934	0	11.23	2.072	0	5.663
TCGA-DD-A1EI-b	4.996	34.66	0	16.14	13.58	4.562	10.98	8.277	0	0	0	0	0	0	0	1.275	5.332
TCGA-DD-A1EJ	4.482	2.942	19.02	17.86	0	4.05	3.121	5.242	6.145	12.66	0	0	0	4.038	0	0	0
TCGA-DD-A1EK	4.207	30.64	19.96	0	0	0	0	0	0	6.417	0.8784	1.893	0	0	0	0	0
TCGA-DD-A1EL	4.177	0	24.78	22.24	3.937	3.86	6.007	13.31	2.366	4.602	0	0	0	1.96	0	0	0
TCGA-DD-A39V	5.27	10.16	3.387	3.598	0	1.403	0	0	0	3.65	0	0.2657	0	0	0	0	0
TCGA-DD-A39Y	5.073	14.16	7.641	4.022	0	1.24	0	1.31	0	0	0	0.5071	0	13.68	0	0	0
TCGA-DD-A39Z	5.528	0	0	21.2	0	6.553	0	1.088	0	0	0	0	0.1305	0	0	0	0
TCGA-DD-A3A0	4.264	0	22.25	47.75	0	4.318	0	4.792	0	10.81	0	0	0.5032	0	0	0	0
TCGA-DD-A3A1	5.076	15.16	5.956	5.162	0	1.229	0	0	0.9007	0	0.8602	0.1075	0	0	2.776	0	0
TCGA-DD-A3A3	5.48	4.851	0	0	0.3933	0.3002	1.048	1.659	3.349	1.952	0.5834	0	1.158	0	0	0	0
TCGA-DD-A3A5	3.291	51.91	32.36	0	3.164	0	1.189	0.8418	0	19.37	0	0.3725	0	0	0	0	3.551
TCGA-DD-A3A7	3.512	44.72	28.63	4.04	9.008	0	9.669	2.963	1.647	5.176	0	0	0	0	0	3.256	9.024
TCGA-DD-A3A8	5.373	5.107	0	17.53	2.622	2.5	9.601	0	0	0	0	0	0	11.51	0	2.376	0
TCGA-DD-A3A9	4.819	14.52	10.99	6.821	0	6.001	4.031	12.76	0	2.044	0	0	0	0	0	3.672	0
TCGA-DD-A4NA	4.156	0	22.72	55.71	1.528	5.032	0	6.394	0	2.63	0	0	0	0	0	6.899	0
TCGA-DD-A4NE	4.358	0	19.39	32.48	0	4.802	0	17.67	0	3.63	0	0	0	0	0	3.686	5.051
TCGA-DD-A4NI-b	5.564	0.5631	0	0	0	0	0	0	0	0.8256	0	0	0	21.86	0	0	0
TCGA-DD-A4NJ-b	3.655	1.047	37.67	24.73	0	4.308	1.289	2.728	0	0	0	0.2087	0	0	0	0	0
TCGA-DD-A4NN-a	4.99	0	8.323	10.85	0	4.339	0	12.43	0	0	0	0	0	0	0	1.215	12.23
TCGA-DD-A4NO-a	5.241	6.052	2.622	16.07	3.912	6.796	7.571	13.99	2.602	5.72	0	0	0	0	0	0	0
TCGA-DD-A73A	5.119	10.3	5.522	0	0	0	0	0	0	0	0	0.3641	0	0	4.693	0	0
TCGA-DD-A73B	4.293	0	23.06	27.43	0	1.733	0	0	0	0	0	0	0	5.695	0	0	0
TCGA-DD-A73D	5.103	7.925	6.304	0	0	0.1955	0	2.45	0	0.6544	0.2919	0.08676	0	0	0	0.5322	2.759
TCGA-DD-A73E	5.191	14.98	4.411	1.168	0	1.633	1.556	0	0	0	0	0.4522	0	0	0	0	3.025
TCGA-DD-A73F	3.386	34.68	35.48	0	0	0	5.247	0	0	7.548	3.397	0	0	0	0	0	0
TCGA-DD-A73G	2.268	71.82	52.09	21.7	8.123	0	6.762	0	0	0	0	0	0	8.952	6.59	0	0
TCGA-DD-AA3A	4.78	36.71	8.815	0	0	1.048	0	0	0	3.874	0	0	0	0	0	0	0
TCGA-DD-AAC8	5.244	15.63	4.187	7.74	0	3.795	0	0	3.353	0	0	0.1559	0	7.202	0	0	0
TCGA-DD-AAC9	5.492	5.249	0	0	0	0	1.338	0	0	1.444	0	0	0	15.22	0	0	0
TCGA-DD-AACA-b	4.81	10.13	13.02	0	0	0	0.8182	0	0	4.098	0	0	0	13	0	0	0
TCGA-DD-AACB	4.398	4.003	19.43	13.03	0.3165	3.652	10.25	0	7.609	0	0	0	0.2021	0	7.811	0	0
TCGA-DD-AACD	3.564	60.46	31.25	0	0	0	8.156	5.139	0	0	5.416	1.747	0	11.35	0	0	0
