# Table S3, related to Figure 1. Details of the 2717 cancer genomes analyzed in this study.
Sample_ID	Tumor_Type	SampleType	No_TD	TDP_score	TDP_status	TDP_group	TP53_status	BRCA1_status	BRCA2_status	CDK12_status	CCNE1_pathway_status	Study_Name	PUBMED_ID	WGS_source	CNV_explorayory_analysis	SNV_explorayory_analysis
TCGA-KL-8341-01	KICH	Primary solid tumor	24	-0.56	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-KN-8428-01	KICH	Primary solid tumor	7	-0.56	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-LN-A49Y-01	ESCA	Primary solid tumor	17	-0.56	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DA-A1HW-06	SKCM	Metastatic solid tumor	33	-0.57	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-06-0210-01	GBM	Primary solid tumor	16	-0.58	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-55-1594-01	LUAD	Primary solid tumor	13	-0.58	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-78-7143-01	LUAD	Primary solid tumor	10	-0.58	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-A2-A0D4-01	NTNBC	Primary solid tumor	27	-0.58	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-A6-6780-01	COAD	Primary solid tumor	13	-0.58	0	Non TDP	WT	NA	NA	mt	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-A7-A0CE-01	TNBC	Primary solid tumor	10	-0.58	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-HU-A4H0-01	STAD	Primary solid tumor	7	-0.58	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AB-3000-03	LAML	Blood tumor	5	-0.59	0	Non TDP	WT	NA	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-B6-A0WX-01	TNBC	Primary solid tumor	13	-0.59	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-E1-5318-01	LGG	Primary solid tumor	10	-0.59	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-FV-A3I0-01	LIHC	Primary solid tumor	7	-0.59	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-19-2620-01	GBM	Primary solid tumor	9	-0.6	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-50-5930-01	LUAD	Primary solid tumor	12	-0.6	0	Non TDP	NA	NA	NA	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-50-6591-01	LUAD	Primary solid tumor	15	-0.6	0	Non TDP	NA	NA	NA	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-90-7767-01	LUSC	Primary solid tumor	8	-0.6	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-A2-A0CM-01	TNBC	Primary solid tumor	8	-0.6	0	Non TDP	mt	WT	WT	WT	Affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-A7-A26J-01	NTNBC	Primary solid tumor	8	-0.6	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-DX-A23R-01	SARC	Primary solid tumor	73	-0.6	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-EK-A2RL-01	CESC	Primary solid tumor	9	-0.6	0	Non TDP	WT	WT	WT	WT	Affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-F1-6177-01	STAD	Primary solid tumor	7	-0.6	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-05-4389-01	LUAD	Primary solid tumor	9	-0.61	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-49-6742-01	LUAD	Primary solid tumor	7	-0.61	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-B2-3924-01	KIRC	Primary solid tumor	10	-0.61	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CV-5431-01	HNSC	Primary solid tumor	7	-0.61	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-60-2724-01	LUSC	Primary solid tumor	10	-0.62	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-A2-A04X-01	NTNBC	Primary solid tumor	20	-0.62	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-CQ-6228-01	HNSC	Primary solid tumor	10	-0.62	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-D7-6815-01	STAD	Primary solid tumor	16	-0.62	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-FD-A3N5-01	BLCA	Primary solid tumor	5	-0.62	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-D3-A3MO-06	SKCM	Metastatic solid tumor	36	-0.63	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-05-4396-01	LUAD	Primary solid tumor	17	-0.63	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-36-1571-01	OV	Primary solid tumor	18	-0.63	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-AG-4008-01	READ	Primary solid tumor	10	-0.63	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AO-A0JM-01	NTNBC	Primary solid tumor	24	-0.63	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-BA-4076-01	HNSC	Primary solid tumor	13	-0.63	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-C5-A2LV-01	CESC	Primary solid tumor	9	-0.63	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-L5-A8NN-01	ESCA	Primary solid tumor	8	-0.63	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-14-1401-01	GBM	Primary solid tumor	9	-0.64	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-A2-A0D1-01	NTNBC	Primary solid tumor	32	-0.64	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-AA-A01R-01	COAD	Primary solid tumor	11	-0.64	0	Non TDP	WT	WT	WT	WT	Affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AA-A01T-01	COAD	Primary solid tumor	10	-0.64	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-FV-A23B-01	LIHC	Primary solid tumor	7	-0.64	0	Non TDP	WT	NA	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-HT-A61B-01	LGG	Primary solid tumor	35	-0.64	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-06-0152-01	GBM	Primary solid tumor	20	-0.65	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-06-0214-01	GBM	Primary solid tumor	38	-0.65	0	Non TDP	WT	NA	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-25-2391-01	OV	Primary solid tumor	9	-0.65	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-A8-A07I-01	NTNBC	Primary solid tumor	30	-0.65	0	Non TDP	WT	WT	mt/meth	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-CN-6994-01	HNSC	Primary solid tumor	5	-0.65	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CR-7404-01	HNSC	Primary solid tumor	6	-0.65	0	Non TDP	WT	NA	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-05-4398-01	LUAD	Primary solid tumor	14	-0.66	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-23-1110-01	OV	Primary solid tumor	7	-0.66	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-25-1634-01	OV	Primary solid tumor	18	-0.66	0	Non TDP	mt	WT	mt/meth	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-AA-A01S-01	COAD	Primary solid tumor	12	-0.66	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AF-3913-01	READ	Primary solid tumor	9	-0.66	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DD-A4NG-01	LIHC	Primary solid tumor	6	-0.66	0	Non TDP	WT	WT	WT	WT	NA	TCGA	NA	Roel_Verhaak_lab	0	0
TCGA-A6-2684-01	COAD	Primary solid tumor	8	-0.67	0	Non TDP	WT	NA	NA	WT	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CW-5585-01	KIRC	Primary solid tumor	5	-0.67	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-D7-A4YX-01	STAD	Primary solid tumor	10	-0.67	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-96-7545-01	LUSC	Primary solid tumor	5	-0.68	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-GD-A2C5-01	BLCA	Primary solid tumor	10	-0.68	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-BA-5149-01	HNSC	Primary solid tumor	6	-0.69	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-BT-A20P-01	BLCA	Primary solid tumor	5	-0.69	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DD-A1EG-01	LIHC	Primary solid tumor	6	-0.69	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DX-A1KU-01	SARC	Primary solid tumor	69	-0.69	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DA-A3F5-06	SKCM	Metastatic solid tumor	33	-0.7	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-04-1349-01	OV	Primary solid tumor	18	-0.7	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-27-2523-01	GBM	Primary solid tumor	36	-0.7	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-44-5645-01	LUAD	Primary solid tumor	8	-0.7	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-EP-A3RK-01	LIHC	Primary solid tumor	6	-0.7	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-FV-A3R2-01	LIHC	Primary solid tumor	7	-0.7	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-05-5429-01	LUAD	Primary solid tumor	5	-0.71	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-13-1477-01	OV	Primary solid tumor	6	-0.71	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-AA-A00R-01	COAD	Primary solid tumor	6	-0.71	0	Non TDP	WT	WT	WT	mt	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AY-A54L-01	COAD	Primary solid tumor	12	-0.71	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-FF-8061-01	DLBC	Primary solid tumor	6	-0.71	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-IN-7806-01	STAD	Primary solid tumor	8	-0.71	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-EE-A2A0-06	SKCM	Metastatic solid tumor	5	-0.72	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-92-8064-01	LUSC	Primary solid tumor	12	-0.72	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-05-4432-01	LUAD	Primary solid tumor	7	-0.73	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-A6-6781-01	COAD	Primary solid tumor	5	-0.73	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-BR-8682-01	STAD	Primary solid tumor	6	-0.73	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CF-A3MF-01	BLCA	Primary solid tumor	6	-0.73	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-FV-A3I1-01	LIHC	Primary solid tumor	5	-0.73	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-73-4659-01	LUAD	Primary solid tumor	5	-0.74	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-A6-A567-01	COAD	Primary solid tumor	11	-0.74	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AG-4015-01	READ	Primary solid tumor	38	-0.74	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-KM-8443-01	KICH	Primary solid tumor	29	-0.74	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-27-2528-01	GBM	Primary solid tumor	13	-0.75	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AK-3428-01	KIRC	Primary solid tumor	5	-0.75	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CR-6487-01	HNSC	Primary solid tumor	8	-0.75	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-G3-A25Y-01	LIHC	Primary solid tumor	4	-0.75	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-25-1319-01	OV	Primary solid tumor	16	-0.76	0	Non TDP	mt	WT	WT	WT	Affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-52-7812-01	LUSC	Primary solid tumor	7	-0.76	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-A8-A08B-01	NTNBC	Primary solid tumor	34	-0.76	0	Non TDP	WT	WT	mt/meth	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-AN-A0XR-01	NTNBC	Primary solid tumor	10	-0.76	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-B2-5635-01	KIRC	Primary solid tumor	6	-0.76	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-BH-A0E0-01	TNBC	Primary solid tumor	5	-0.76	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-CC-5260-01	LIHC	Primary solid tumor	11	-0.76	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-HB-A5W3-01	SARC	Primary solid tumor	8	-0.76	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-C5-A1MQ-01	CESC	Primary solid tumor	9	-0.77	0	Non TDP	WT	WT	WT	WT	NA	TCGA	NA	Roel_Verhaak_lab	0	0
TCGA-GM-A2DF-01	TNBC	Primary solid tumor	14	-0.77	0	Non TDP	mt	mt/meth	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-EE-A2GT-06	SKCM	Metastatic solid tumor	7	-0.78	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AA-3666-01	COAD	Primary solid tumor	7	-0.78	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DX-A3LT-01	SARC	Primary solid tumor	36	-0.78	0	Non TDP	WT	WT	WT	NA	Affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-GN-A262-06	SKCM	Metastatic solid tumor	23	-0.79	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-19-2624-01	GBM	Primary solid tumor	14	-0.79	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-77-7139-01	LUSC	Primary solid tumor	6	-0.79	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AF-2689-01	READ	Primary solid tumor	8	-0.79	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CR-7382-01	HNSC	Primary solid tumor	6	-0.79	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-18-4721-01	LUSC	Primary solid tumor	6	-0.8	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AO-A0J6-01	TNBC	Primary solid tumor	7	-0.8	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-D7-6518-01	STAD	Primary solid tumor	15	-0.8	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-D7-8570-01	STAD	Primary solid tumor	4	-0.8	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DX-A2J0-01	SARC	Primary solid tumor	185	-0.8	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DX-A3LU-01	SARC	Primary solid tumor	66	-0.8	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-04-1367-01	OV	Primary solid tumor	7	-0.81	0	Non TDP	mt	WT	mt/meth	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-06-0686-01	GBM	Primary solid tumor	16	-0.81	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-43-3394-01	LUSC	Primary solid tumor	20	-0.81	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-44-6146-01	LUAD	Primary solid tumor	5	-0.81	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AA-3956-01	COAD	Primary solid tumor	4	-0.81	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CR-6480-01	HNSC	Primary solid tumor	4	-0.81	0	Non TDP	NA	NA	NA	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DD-A3A9-01	LIHC	Primary solid tumor	17	-0.81	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-DX-A3LW-01	SARC	Primary solid tumor	53	-0.81	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-EY-A1GW-01	UCEC	Primary solid tumor	6	-0.81	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-EE-A2MI-06	SKCM	Metastatic solid tumor	4	-0.82	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-04-1542-01	OV	Primary solid tumor	8	-0.82	0	Non TDP	mt	WT	WT	WT	Affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-24-2024-01	OV	Primary solid tumor	5	-0.82	0	Non TDP	mt	WT	mt/meth	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-26-5132-01	GBM	Primary solid tumor	12	-0.82	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CG-4474-01	STAD	Primary solid tumor	4	-0.82	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CN-6989-01	HNSC	Primary solid tumor	9	-0.82	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-ED-A459-01	LIHC	Primary solid tumor	40	-0.82	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-06-0221-01	GBM	Primary solid tumor	13	-0.83	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-14-1823-01	GBM	Primary solid tumor	5	-0.83	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-85-8052-01	LUSC	Primary solid tumor	5	-0.83	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AA-A02Y-01	COAD	Primary solid tumor	6	-0.83	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-HC-7075-01	PRAD	Primary solid tumor	7	-0.83	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-EE-A185-06	SKCM	Metastatic solid tumor	12	-0.84	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-FS-A1ZP-06	SKCM	Metastatic solid tumor	22	-0.84	0	Non TDP	WT	NA	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-06-0185-01	GBM	Primary solid tumor	5	-0.84	0	Non TDP	WT	NA	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-06-0877-01	GBM	Primary solid tumor	7	-0.84	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-24-1419-01	OV	Primary solid tumor	4	-0.84	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	1
TCGA-AG-3890-01	READ	Primary solid tumor	5	-0.84	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CG-5730-01	STAD	Primary solid tumor	5	-0.84	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CV-7090-01	HNSC	Primary solid tumor	5	-0.84	0	Non TDP	mt	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-05-4422-01	LUAD	Primary solid tumor	14	-0.85	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-19-5960-01	GBM	Primary solid tumor	23	-0.85	0	Non TDP	WT	NA	NA	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-60-2726-01	LUSC	Primary solid tumor	6	-0.85	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-AD-A5EK-01	COAD	Primary solid tumor	10	-0.85	0	Non TDP	NA	NA	NA	NA	NA	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-EE-A29B-06	SKCM	Metastatic solid tumor	3	-0.86	0	Non TDP	WT	WT	mt/meth	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-GN-A26A-06	SKCM	Metastatic solid tumor	22	-0.86	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-50-5932-01	LUAD	Primary solid tumor	6	-0.86	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-66-2757-01	LUSC	Primary solid tumor	8	-0.86	0	Non TDP	mt	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-A3-3308-01	KIRC	Primary solid tumor	5	-0.86	0	Non TDP	WT	WT	mt/meth	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-B9-A44B-01	KIRP	Primary solid tumor	10	-0.86	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-CV-5442-01	HNSC	Primary solid tumor	4	-0.86	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-EB-A24D-01	SKCM	Primary solid tumor	4	-0.86	0	Non TDP	WT	WT	WT	WT	NA	TCGA	NA	Roel_Verhaak_lab	0	0
TCGA-EM-A2CU-01	THCA	Primary solid tumor	4	-0.86	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-HC-7744-01	PRAD	Primary solid tumor	10	-0.86	0	Non TDP	WT	WT	WT	WT	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
TCGA-HT-A5R7-01	LGG	Primary solid tumor	8	-0.86	0	Non TDP	WT	WT	WT	NA	Non-affected	TCGA	NA	Roel_Verhaak_lab	1	0
